0,3Bar Biologics 3Bar Biologics delivers a sustainable microbe inoculant system that helps farmers increase crop yield. 3Bar Biologics delivers a sustainable microbe inoculant system that helps farmers increase crop yield. agriculture and farming agriculture
0,3D Robotics 3D Robotics is an open-source UAV technology company manufacturing electronics and aerial vehicles. 3D Robotics is an open-source UAV technology company manufacturing electronics and aerial vehicles. consumer electronics consumer goods hardware science and engineering software drones robotics saas
0,4Deep 4Deep is a develops patented holographic technology 4Deep is a develops patented holographic technology biotechnology science and engineering biotechnology
0,"640 Labs 640 Labs is a precision farming platform that collects, analyzes and distributes data, effectively optimizing farming operations 640 Labs is a precision farming platform that collects, analyzes and distributes data, effectively optimizing farming operations software software"
0,"915 Labs LLC Microwave assisted thermal sterilization, or MATS, natural food processing and packaging systems. Microwave assisted thermal sterilization, or MATS, natural food processing and packaging systems. food and beverage food processing"
0,Aarav Unmanned Systems The future belongs to those who see possibilities before they become obvious The future belongs to those who see possibilities before they become obvious administrative services consumer electronics consumer goods data and analytics hardware navigation and mapping science and engineering software delivery drones geospatial robotics
0,Abattis Bioceuticals Abattis Bioceuticals is a biotechnology life sciences company developing health solutions for chronic illnesses in humans and animals. Abattis Bioceuticals is a biotechnology life sciences company developing health solutions for chronic illnesses in humans and animals. biotechnology health care science and engineering biotechnology health care medical
0,AbCelex AbCelex Technologies Inc. (www.abcelex.com) is a privately owned Canadian biotechnology company AbCelex Technologies Inc. (www.abcelex.com) is a privately owned Canadian biotechnology company biotechnology science and engineering biotechnology
0,Abundant Robotics Solving important and large problems in Agriculture. Solving important and large problems in Agriculture. agriculture and farming food and beverage hardware science and engineering software agriculture agtech food and beverage robotics
0,Acadia Harvest innovative technologies for sustainable and environmentally responsible production of high quality seafood innovative technologies for sustainable and environmentally responsible production of high quality seafood food and beverage food and beverage food processing seafood
0,Adaptive Symbiotic Technologies Adaptive Symbiotic Technologies has received much attention in the popular press Adaptive Symbiotic Technologies has received much attention in the popular press biotechnology science and engineering biotechnology
0,Advanced Animal Diagnostics (qscoutlab) Advanced Animal Diagnostics develops diagnostic products to cure on-farm animal diseases. Advanced Animal Diagnostics develops diagnostic products to cure on-farm animal diseases. biotechnology health care science and engineering biotechnology health diagnostics veterinary
0,Advanced BioCatalytics Corp Advanced BioCatalytics Corporation (ABC) is a technology and product development company Advanced BioCatalytics Corporation (ABC) is a technology and product development company biotechnology science and engineering biotechnology
0,Advanced Enzymes Advanced Enzymes is a research driven company with global leadership in the manufacturing of enzymes. Advanced Enzymes is a research driven company with global leadership in the manufacturing of enzymes. biotechnology health care science and engineering biotechnology nutraceutical
0,"Aegro AEGRO is a farm management software to plan crops, control costs and get everyone working together. AEGRO is a farm management software to plan crops, control costs and get everyone working together. agriculture and farming data and analytics internet services software agriculture big data internet software"
0,Aerial Intelligence It provides insights and analytics for the agricultural commodities supply chain. It provides insights and analytics for the agricultural commodities supply chain. agriculture and farming software agriculture agtech software
0,"AeroFarms AeroFarms, an urban agricultural and cleantech company, provides aeroponic growing systems to produce plants without sun or soil. AeroFarms, an urban agricultural and cleantech company, provides aeroponic growing systems to produce plants without sun or soil. agriculture and farming sustainability travel and tourism agriculture cleantech hospitality"
0,AgBiome AgBiome is a product-oriented biotechnology company focused on delivering early-stage research and discovery to the agriculture industry. AgBiome is a product-oriented biotechnology company focused on delivering early-stage research and discovery to the agriculture industry. agriculture and farming biotechnology science and engineering agriculture biotechnology service industry
0,AgBiTech An Australia-based provider of biological pest control solutions An Australia-based provider of biological pest control solutions biotechnology manufacturing science and engineering advanced materials biotechnology
0,AGERpoint AGERPoint-- Defining a new technological space for the growers' industry with cutting-edge information solutions and expertise. AGERPoint-- Defining a new technological space for the growers' industry with cutting-edge information solutions and expertise. agriculture and farming hardware information technology science and engineering software agriculture farming information services robotics
0,Agersens Agersens is a new technology startup developing the worldâ€™s first fenceless farming system for grazing livestock. Agersens is a new technology startup developing the worldâ€™s first fenceless farming system for grazing livestock. agriculture and farming manufacturing farming manufacturing
0,AgFlow Market intelligence platform agriculture Market intelligence platform agriculture software software
0,Agrible Agrible Agrible agriculture and farming data and analytics design information technology agriculture big data information services product design
0,Agribody Technologies Emerging ag biotech company licensing & co-developing IP covering a key genetic switch with broad applications to improve crop yields. Emerging ag biotech company licensing & co-developing IP covering a key genetic switch with broad applications to improve crop yields. biotechnology health care professional services science and engineering biotechnology genetics intellectual property
0,Agribotix Agribotix is a drone-enabled software company that provides advanced imaging and analysis for precision agriculture. Agribotix is a drone-enabled software company that provides advanced imaging and analysis for precision agriculture. agriculture and farming consumer electronics consumer goods data and analytics hardware navigation and mapping science and engineering software agriculture analytics drones geospatial robotics
0,Agribots Agribots Agribots agriculture and farming hardware science and engineering software agriculture robotics
0,Agricool Agricool grows and produces fruits and vegetables inside shipping containers. Agricool grows and produces fruits and vegetables inside shipping containers. food and beverage food and beverage food processing fruit organic food
0,Agricultural Magnetics Agricultural Magnetics Limited is an Irish company that is in the process of introducing an innovative patented technology called MagGrow. Agricultural Magnetics Limited is an Irish company that is in the process of introducing an innovative patented technology called MagGrow. agriculture and farming manufacturing agriculture manufacturing
0,"Agricultural Solutions Using proven technology from the medical device industry, proprietary IP, and the expertise of internationally renowned scientists, Using proven technology from the medical device industry, proprietary IP, and the expertise of internationally renowned scientists, health care manufacturing manufacturing medical device"
0,"agrilution Agrilution develops, produces, and distributes an automated kitchen device that can grow a wide variety of nutritious vegetables and herbs. Agrilution develops, produces, and distributes an automated kitchen device that can grow a wide variety of nutritious vegetables and herbs. agriculture and farming internet services agriculture farming hydroponics internet of things"
0,Agrilyst Agrilyst is an intelligence platform for indoor farms. Agrilyst is an intelligence platform for indoor farms. agriculture and farming hardware agriculture saas sensor
0,"Agrimetis AgriMetis develops natural product derived compounds to protect crops from weeds, fungal diseases, and insect pests. AgriMetis develops natural product derived compounds to protect crops from weeds, fungal diseases, and insect pests. agriculture and farming agriculture"
0,Agri-Neo Agri-Neo is a bio-pesticide company that helps safely feed the world. Agri-Neo is a bio-pesticide company that helps safely feed the world. agriculture and farming biotechnology health care science and engineering agriculture biopharma biotechnology
0,"AgriScience AgriScience makes high performance, data-driven smart soil. AgriScience makes high performance, data-driven smart soil. agriculture and farming energy sustainability agriculture renewable energy water purification"
0,Agrisoma Agrisoma Biosciences is a research and development organization that facilitates product development in the agricultural crops sector. Agrisoma Biosciences is a research and development organization that facilitates product development in the agricultural crops sector. biotechnology data and analytics design health care science and engineering biotechnology genetics product research
0,"AgriSync AgriSync utilizes mobile video to be #1 in remote field support for agriculture, unlocking the promise of ag tech innovations. AgriSync utilizes mobile video to be #1 in remote field support for agriculture, unlocking the promise of ag tech innovations. agriculture and farming software agriculture agtech farming software"
0,Agrivi Cloud farm management software that helps farmers to improve their productivity and profitability Cloud farm management software that helps farmers to improve their productivity and profitability agriculture and farming agriculture agtech b2b farming saas
0,"Agrivida Agrivida is an agricultural biotechnology company that creates renewable, biomass-based alternative fuels and raw materials. Agrivida is an agricultural biotechnology company that creates renewable, biomass-based alternative fuels and raw materials. biotechnology energy natural resources science and engineering sustainability biofuel biomass energy biotechnology"
0,AgriWebb AgriWebb uses technology to solve management problems and trading inefficiencies in the $1.4 Trillion livestock industry. AgriWebb uses technology to solve management problems and trading inefficiencies in the $1.4 Trillion livestock industry. agriculture and farming commerce and shopping software e-commerce enterprise software livestock saas
0,Agro Intelligence A new Danish agricultural company. A new Danish agricultural company. agriculture and farming hardware science and engineering software agriculture robotics
0,Adapt-N Sustainable Agriculture thorough better software and data Sustainable Agriculture thorough better software and data agriculture and farming data and analytics software sustainability agriculture big data farming software sustainability
0,Agroop A Software as a Service (SaaS) platform aimed at the farming sector A Software as a Service (SaaS) platform aimed at the farming sector agriculture and farming software farming saas software
0,Agrosmart We connect farmers to their crops We connect farmers to their crops agriculture and farming internet services agriculture farming internet of things
0,AgsenZe AgsenZe’s aims to be the world leading ‘Internet of Things’ company for smart agriculture. AgsenZe’s aims to be the world leading ‘Internet of Things’ company for smart agriculture. 
0,AgSmarts Inc. Environmental Sensing & Agricultural Irrigation Automation Environmental Sensing & Agricultural Irrigation Automation agriculture and farming natural resources agriculture water
0,AgSquared Enterprise platform for global agriculture Enterprise platform for global agriculture agriculture and farming software agriculture agtech enterprise software saas software
0,Agtract Help to create better agricultural businesses Help to create better agricultural businesses agriculture and farming internet services agriculture internet
0,AgVali.com Agricultural Inputs Marketplace Agricultural Inputs Marketplace agriculture and farming commerce and shopping agriculture farming marketplace
0,"AgVoice AgVoice is the world’s first, hands-free enabled, voice-interactive, mobile technology platform for improved efficiency. AgVoice is the world’s first, hands-free enabled, voice-interactive, mobile technology platform for improved efficiency. hardware information technology mobile hardware information technology mobile"
0,"Agworld Agworld Pty Ltd offers data capture and management systems for the agricultural industries in Australia, USA, New Zealand and South Africa. Agworld Pty Ltd offers data capture and management systems for the agricultural industries in Australia, USA, New Zealand and South Africa. agriculture and farming software agriculture industrial software"
0,Airphrame Airphrame is an unmanned vehicle technology startup developing an aerial imaging and mapping service for commercial markets. Airphrame is an unmanned vehicle technology startup developing an aerial imaging and mapping service for commercial markets. data and analytics hardware navigation and mapping sales and marketing science and engineering software 3d technology digital signage geospatial navigation robotics
0,"airPHX Environmental PhoenixAIRE has developed a revolutionary sanitizing appliance, using non-thermal plasma to eliminate. PhoenixAIRE has developed a revolutionary sanitizing appliance, using non-thermal plasma to eliminate. data and analytics design market research"
0,"Airwood Airwood uses comprehensive data instruments, predictive analytics and process improvements to help farmers improve yields. Airwood uses comprehensive data instruments, predictive analytics and process improvements to help farmers improve yields. agriculture and farming data and analytics information technology software agriculture farming information technology predictive analytics"
0,"Akeso Biomedical Akeso Biomedical, Inc. is an early stage company focused on developing new solutions for the treatment of bacterial infections. Akeso Biomedical, Inc. is an early stage company focused on developing new solutions for the treatment of bacterial infections. "
0,Alesca Life Alesca Life Technologies creates next-generation urban farming solutions using advanced software technology. Alesca Life Technologies creates next-generation urban farming solutions using advanced software technology. agriculture and farming farming
0,"ALGAentis ALGAentis , inc. , a Colorado C-Corp. , has Patented its automated process and machinery, for producing both Algae biomass. ALGAentis , inc. , a Colorado C-Corp. , has Patented its automated process and machinery, for producing both Algae biomass. agriculture and farming biotechnology health care science and engineering biotechnology hydroponics medical"
0,Algaeon Algaeon supplies high-value products derived from algae to companies in the human nutraceutical and fish feed industries. Algaeon supplies high-value products derived from algae to companies in the human nutraceutical and fish feed industries. agriculture and farming biotechnology science and engineering animal feed biotechnology life science
0,AlgaeVenture Systems Algaeventure Systems harvests aquaticalgal consortia in collaboration with partnering organizations including the National Oceanic. Algaeventure Systems harvests aquaticalgal consortia in collaboration with partnering organizations including the National Oceanic. 
0,"Algaia Algaia is a company developing, producing and commercializing Natural Extracts, mostly made out of seaweed. Algaia is a company developing, producing and commercializing Natural Extracts, mostly made out of seaweed. biotechnology science and engineering biotechnology"
0,Algal Scientific Algal Scientific develops a wastewater treatment system that removes and recovers nutrients from wastewater using an algae-based process. Algal Scientific develops a wastewater treatment system that removes and recovers nutrients from wastewater using an algae-based process. agriculture and farming biotechnology health care natural resources science and engineering animal feed biotechnology nutraceutical water
0,"Algama Algama is a foodtech company which aims to create sustainable, tasty and healthy food products by using micro algae. Algama is a foodtech company which aims to create sustainable, tasty and healthy food products by using micro algae. biotechnology food and beverage science and engineering biotechnology food and beverage food processing life science"
0,"Alkymos ALKYMOS designs, synthesizes, and evaluates chelators and related devices for laboratory, industrial, animal, and human applications. ALKYMOS designs, synthesizes, and evaluates chelators and related devices for laboratory, industrial, animal, and human applications. design manufacturing industrial manufacturing product design"
0,"Alquantal Alquantal is an agricultural company which produces environmentally friendly products, cheap to afford and effective to use. Alquantal is an agricultural company which produces environmentally friendly products, cheap to afford and effective to use. "
0,Alrgn Bio Alrgn Bio is a Food Bioprocessing company providing hypoallergenic peanuts. Alrgn Bio is a Food Bioprocessing company providing hypoallergenic peanuts. biotechnology food and beverage science and engineering biotechnology food processing service industry
